,parent,child,group,type
12421,lesser ape,gibbon,635,dev
12422,lesser ape,siamang,635,dev
12423,great ape,chimpanzee,635,dev
12424,great ape,gorilla,635,dev
12425,great ape,orangutan,635,dev
12426,chimpanzee,central chimpanzee,635,dev
12427,chimpanzee,eastern chimpanzee,635,dev
12428,chimpanzee,pygmy chimpanzee,635,dev
12429,chimpanzee,western chimpanzee,635,dev
12430,gorilla,western lowland gorilla,635,dev
12431,gorilla,mountain gorilla,635,dev
12432,gorilla,eastern lowland gorilla,635,dev
12433,gorilla,silverback,635,dev
12552,diviner,oneiromancer,640,dev
12553,diviner,hydromancer,640,dev
12554,diviner,geomancer,640,dev
12555,diviner,prophet,640,dev
12556,diviner,onomancer,640,dev
12557,diviner,pyromancer,640,dev
12558,diviner,necromancer,640,dev
12559,diviner,water witch,640,dev
12560,diviner,lithomancer,640,dev
12561,prophet,augur,640,dev
12562,prophet,sibyl,640,dev
12563,prophet,prophetess,640,dev
12564,prophetess,Cassandra,640,dev
12656,insanity,irrationality,648,test
12657,insanity,dementia,648,test
12658,insanity,craziness,648,test
12659,insanity,derangement,648,test
12660,insanity,lunacy,648,test
12661,dementia,presenile dementia,648,test
12662,dementia,alcoholic dementia,648,test
12663,dementia,senile dementia,648,test
12664,presenile dementia,Alzheimer's disease,648,test
12665,presenile dementia,Pick's disease,648,test
12725,ascomycete,discomycete,652,test
12726,ascomycete,Geglossaceae,652,test
12727,ascomycete,Sarcosomataceae,652,test
12728,ascomycete,Clavicipitaceae,652,test
12729,discomycete,Mitrula elegans,652,test
12730,discomycete,Sarcoscypha coccinea,652,test
12731,discomycete,blood cup,652,test
12732,discomycete,Caloscypha fulgens,652,test
12733,discomycete,Leotia lubrica,652,test
12734,discomycete,Peziza domicilina,652,test
12735,discomycete,Aleuria aurantia,652,test
12736,discomycete,Jafnea semitosta,652,test
12737,discomycete,Urnula craterium,652,test
12738,discomycete,Galiella rufa,652,test
12739,Sarcosomataceae,black felt cup,652,test
12740,Sarcosomataceae,devil's urn,652,test
12741,Sarcosomataceae,winter urn,652,test
12742,Sarcosomataceae,charred pancake cup,652,test
12743,Sarcosomataceae,devil's cigar,652,test
12744,Sarcosomataceae,Rufous rubber cup,652,test
12745,Clavicipitaceae,grainy club,652,test
12746,grainy club,soldier grainy club,652,test
12887,calculator,hand calculator,661,test
12888,calculator,quipu,661,test
12889,calculator,adding machine,661,test
12890,calculator,Napier's bones,661,test
12891,calculator,adder,661,test
12892,calculator,counter,661,test
12893,calculator,subtracter,661,test
12894,calculator,abacus,661,test
12895,counter,pulse counter,661,test
12896,pulse counter,scaler,661,test
13188,law enforcement agency,Federal Judiciary,675,test
13189,law enforcement agency,police,675,test
13190,law enforcement agency,Federal Law Enforcement Training Center,675,test
13191,law enforcement agency,Drug Enforcement Administration,675,test
13192,law enforcement agency,Criminal Investigation Command,675,test
13193,law enforcement agency,Financial Crimes Enforcement Network,675,test
13194,law enforcement agency,National Institute of Justice,675,test
13195,law enforcement agency,Bureau of Alcohol Tobacco and Firearms,675,test
13196,law enforcement agency,United States Marshals Service,675,test
13197,law enforcement agency,Federal Bureau of Prisons,675,test
13198,law enforcement agency,Federal Bureau of Investigation,675,test
13199,police,Schutzstaffel,675,test
13200,police,posse,675,test
13201,police,gendarmerie,675,test
13202,police,Mutawa'een,675,test
13203,police,Royal Canadian Mounted Police,675,test
13204,police,secret police,675,test
13205,police,Europol,675,test
13206,police,Scotland Yard,675,test
13207,secret police,Gestapo,675,test
13342,accident,shipwreck,683,test
13343,accident,crash,683,test
13344,accident,fatal accident,683,test
13345,accident,injury,683,test
13346,accident,collision,683,test
13347,shipwreck,capsizing,683,test
13348,crash,prang,683,test
13349,fatal accident,collateral damage,683,test
13350,injury,concussion,683,test
13351,injury,mutilation,683,test
13352,mutilation,dismemberment,683,test
13353,collision,smash,683,test
13354,collision,fender-bender,683,test
13355,collision,pileup,683,test
13368,behavior,discourtesy,685,test
13369,behavior,bohemianism,685,test
13370,behavior,dirty pool,685,test
13371,behavior,dirty tricks,685,test
13372,behavior,easiness,685,test
13373,behavior,the way of the world,685,test
13374,behavior,aggression,685,test
13375,discourtesy,insolence,685,test
13376,discourtesy,insult,685,test
13377,discourtesy,presumption,685,test
13378,discourtesy,indelicacy,685,test
13379,discourtesy,derision,685,test
13380,discourtesy,rebuff,685,test
13381,insult,indignity,685,test
13382,insult,scandalization,685,test
13383,derision,mock,685,test
13384,rebuff,snub,685,test
13385,rebuff,silent treatment,685,test
13386,aggression,bullying,685,test
13387,aggression,self-assertion,685,test
13388,aggression,bitchery,685,test
13389,aggression,aggravation,685,test
13390,aggression,raising hell,685,test
13391,bullying,terrorization,685,test
13392,aggravation,aggro,685,test
13393,aggravation,twit,685,test
13394,aggravation,last straw,685,test
13623,light,corona,697,test
13624,light,moonlight,697,test
13625,light,firelight,697,test
13626,light,luminescence,697,test
13627,light,candlelight,697,test
13628,light,counterglow,697,test
13629,light,radiance,697,test
13630,light,beam,697,test
13631,light,half-light,697,test
13632,light,glow,697,test
13633,light,lamplight,697,test
13634,light,gaslight,697,test
13635,light,twilight,697,test
13636,light,fluorescence,697,test
13637,light,friar's lantern,697,test
13638,light,sunlight,697,test
13639,light,torchlight,697,test
13640,light,daylight,697,test
13641,light,incandescence,697,test
13642,light,starlight,697,test
13643,light,streamer,697,test
13644,light,meteor,697,test
13645,light,scintillation,697,test
13646,luminescence,chemiluminescence,697,test
13647,luminescence,bioluminescence,697,test
13648,radiance,aureole,697,test
13649,beam,laser beam,697,test
13650,beam,high beam,697,test
13651,beam,low beam,697,test
13652,beam,moonbeam,697,test
13653,beam,sunbeam,697,test
13654,beam,heat ray,697,test
13655,heat ray,infrared ray,697,test
13656,glow,sky glow,697,test
13657,fluorescence,phosphorescence,697,test
13658,fluorescence,autofluorescence,697,test
13659,sunlight,sunburst,697,test
13660,meteor,bolide,697,test
13661,gymnastic exercise,handstand,698,test
13662,gymnastic exercise,double leg circle,698,test
13663,gymnastic exercise,dip,698,test
13664,gymnastic exercise,crucifix,698,test
13665,gymnastic exercise,hang,698,test
13666,gymnastic exercise,scissors,698,test
13667,gymnastic exercise,long fly,698,test
13668,gymnastic exercise,kip,698,test
13669,gymnastic exercise,straddle,698,test
13670,gymnastic exercise,grand circle,698,test
13671,hang,straight hang,698,test
13672,hang,inverted hang,698,test
13673,hang,reverse hang,698,test
13674,hang,bent hang,698,test
13675,hang,lever hang,698,test
13676,reverse hang,piked reverse hang,698,test
13895,neckwear,necktie,710,test
13896,neckwear,cravat,710,test
13897,necktie,string tie,710,test
13898,necktie,old school tie,710,test
13899,necktie,Windsor tie,710,test
13900,necktie,bow tie,710,test
13901,necktie,four-in-hand,710,test
13902,necktie,bolo tie,710,test
13903,bow tie,white tie,710,test
13904,bow tie,black tie,710,test
13905,cravat,neckcloth,710,test
13906,cravat,ascot,710,test
14421,gown,academic gown,735,test
14422,gown,vestment,735,test
14423,academic gown,Geneva gown,735,test
14424,vestment,pallium,735,test
14425,vestment,pontifical,735,test
14426,vestment,humeral veil,735,test
14427,vestment,chasuble,735,test
14428,vestment,surplice,735,test
14429,vestment,cassock,735,test
14430,vestment,alb,735,test
14431,cassock,soutane,735,test
14450,acrobatic stunt,split,737,test
14451,acrobatic stunt,back circle,737,test
14452,acrobatic stunt,walkover,737,test
14453,acrobatic stunt,cartwheel,737,test
14454,acrobatic stunt,headstand,737,test
14455,acrobatic stunt,tumble,737,test
14456,acrobatic stunt,backbend,737,test
14457,acrobatic stunt,handspring,737,test
14458,tumble,somersault,737,test
14459,somersault,flip-flop,737,test
14558,endocrine gland,thymus gland,742,test
14559,endocrine gland,islands of Langerhans,742,test
14560,endocrine gland,adrenal gland,742,test
14561,endocrine gland,parathyroid gland,742,test
14562,endocrine gland,adrenal cortex,742,test
14563,endocrine gland,pineal gland,742,test
14564,endocrine gland,pituitary,742,test
14565,endocrine gland,prostate gland,742,test
14566,endocrine gland,pars distilis,742,test
14567,endocrine gland,pars intermedia,742,test
14568,endocrine gland,thyroid gland,742,test
14569,endocrine gland,posterior pituitary,742,test
14570,endocrine gland,gonad,742,test
14571,endocrine gland,anterior pituitary,742,test
14572,endocrine gland,corpus luteum,742,test
14573,endocrine gland,adrenal medulla,742,test
14574,gonad,testis,742,test
14575,gonad,ovary,742,test
14576,gonad,ovotestis,742,test
14577,testis,cobblers,742,test
14578,testis,undescended testis,742,test
14715,applicant,probable,752,test
14716,applicant,material,752,test
14717,applicant,aspirant,752,test
14718,applicant,claimant,752,test
14719,applicant,petitioner,752,test
14720,applicant,bidder,752,test
14721,applicant,job candidate,752,test
14722,applicant,possible,752,test
14723,applicant,submitter,752,test
14724,claimant,Pretender,752,test
14725,petitioner,postulant,752,test
14726,petitioner,besieger,752,test
14727,petitioner,solicitor,752,test
14728,solicitor,fundraiser,752,test
14755,saw,crown saw,755,test
14756,saw,two-handed saw,755,test
14757,saw,folding saw,755,test
14758,saw,hacksaw,755,test
14759,saw,bill,755,test
14760,saw,bucksaw,755,test
14761,saw,handsaw,755,test
14762,two-handed saw,pitsaw,755,test
14763,handsaw,keyhole saw,755,test
14764,handsaw,ripsaw,755,test
14765,handsaw,pruning saw,755,test
14766,handsaw,crosscut saw,755,test
14767,handsaw,backsaw,755,test
14768,handsaw,compass saw,755,test
14769,handsaw,coping saw,755,test
14770,pruning saw,pruner,755,test
14790,agamete,spore,757,test
14791,spore,zygospore,757,test
14792,spore,chlamydospore,757,test
14793,spore,microspore,757,test
14794,spore,ascospore,757,test
14795,spore,resting spore,757,test
14796,spore,conidium,757,test
14797,spore,megaspore,757,test
14798,spore,fern seed,757,test
14799,spore,basidiospore,757,test
14800,spore,pollen,757,test
14801,spore,tetraspore,757,test
14802,spore,carpospore,757,test
14803,spore,aeciospore,757,test
14804,spore,zoospore,757,test
14805,spore,oospore,757,test
14806,spore,endospore,757,test
14807,chlamydospore,teliospore,757,test
14808,pollen,pollinium,757,test
14809,pollen,ragweed pollen,757,test
